customer_id,revenue_usd,dropped_calls,unanswered_calls,threeway_calls,outbound_calls,inbound_calls,forwarded_calls,months_in_service,age,has_children,residence_area,customer_churned
1032912,57.545,5,18,3,14,0,0,19,36,1,Rural,0
1032914,32.415,2,3,0,7,5,0,23,49,0,Rural,0
1032919,50.175,3,32,0,7,1,0,23,0,0,Rural,0
1032922,406.683,13,82,0,100,15,0,21,0,0,Rural,0
1032928,29.55,3,9,0,5,3,0,23,31,0,Urban,0
1032936,29.55,3,10,0,5,0,0,23,43,1,Town,0
1032939,40.54,2,10,0,10,6,0,21,25,0,Rural,0
1032940,56.765,5,25,0,5,0,0,19,31,0,Urban,0
1032943,73.805,8,26,0,44,0,0,25,22,0,Urban,0
1032944,58.28,3,26,0,18,4,0,19,36,0,Rural,0
1032946,31.93,2,36,0,8,0,0,19,29,0,Town,0
1032951,52.245,3,17,0,15,12,0,21,47,0,Urban,0
1032960,41.38,1,3,0,2,0,0,23,50,0,Rural,0
1032961,29.55,0,14,0,10,6,0,23,40,1,Urban,0
1032963,29.55,1,4,0,0,0,0,25,68,1,Rural,0
1032965,54.705,3,18,0,38,23,0,21,49,0,Rural,0
1032967,41.585,5,28,0,23,3,0,23,36,0,Urban,0
1032969,31.43,6,20,0,20,3,0,19,25,1,Urban,0
1032971,30.285,2,13,0,14,5,0,25,0,0,Urban,0
1032973,30.04,5,3,0,14,1,0,21,0,0,Urban,0
1032977,32.755,0,20,0,13,1,0,21,36,1,Urban,0
1032978,59.095,6,15,0,29,14,0,21,45,0,Urban,0
1032979,89.595,7,77,0,69,15,0,19,36,0,Rural,0
1032981,31.745,0,0,0,0,0,0,21,34,0,Urban,0
1032982,138.528,14,73,1,55,8,0,19,27,0,Urban,0
1032983,45.79,3,24,1,23,4,0,23,32,0,Town,0
1032995,29.55,1,1,0,0,0,0,25,43,0,Urban,0
1033003,60.52,9,10,0,19,2,0,21,0,0,Rural,0
1033005,39.395,4,6,0,2,2,0,23,32,0,Town,0
1033007,27.905,2,10,1,3,0,0,19,31,1,Town,0
1033009,124.64,0,25,0,39,10,0,21,0,0,Urban,0
1033012,30.305,3,12,0,0,0,0,19,65,0,Rural,0
1033015,29.55,3,26,0,1,0,0,21,0,0,Rural,0
1033018,29.55,6,18,0,6,0,0,23,36,1,Rural,0
1033019,40.975,17,22,0,7,0,0,19,0,0,Town,0
1033024,42.045,7,30,0,8,0,0,25,31,1,Rural,0
1033025,36.27,6,17,0,55,20,0,23,23,0,Rural,0
1033027,29.82,1,6,0,5,1,0,19,41,1,Town,0
1033030,29.55,3,32,0,2,0,0,21,50,0,Rural,0
1033031,48.265,3,12,0,10,2,0,23,29,0,Urban,0
1033037,86.975,9,58,2,57,26,0,25,0,0,Town,0
1033042,14.54,1,12,0,13,1,0,23,29,0,Rural,0
1033045,16.89,0,0,0,0,0,0,19,25,0,Urban,0
1033048,37.44,0,1,0,4,0,0,25,34,0,Urban,0
1033050,56.865,1,17,0,18,5,0,21,32,1,Rural,0
1033056,140.175,7,68,0,19,4,0,23,41,0,Urban,0
1033064,35.86,3,13,0,15,5,0,23,54,0,Rural,0
1033065,30.505,1,8,0,5,1,0,25,59,0,Urban,0
1033070,40.78,12,20,0,0,0,0,25,52,0,Rural,0
1033077,30.665,3,5,0,2,0,0,18,47,1,Urban,0
1033080,49.245,8,32,0,31,0,0,25,0,0,Rural,0
1033084,29.55,0,1,0,0,0,0,23,27,0,Rural,0
1033086,54.83,13,29,0,49,16,0,23,45,1,Rural,0
1033097,45.805,6,15,0,0,0,0,23,43,0,Town,0
1033100,68.08,3,19,0,28,1,0,21,0,0,Urban,0
1033107,32.985,2,18,0,33,11,0,23,0,0,Urban,0
1033109,49.245,15,9,0,9,1,0,25,47,0,Rural,0
1033113,119.87,13,245,3,101,57,0,21,43,1,Rural,0
1033114,49.48,3,23,0,21,2,0,18,22,0,Rural,0
1033115,99.185,10,55,0,69,7,0,21,23,0,Rural,0
1033117,46.685,1,29,0,7,1,0,23,31,0,Town,0
1033122,45.81,2,20,0,7,1,0,21,45,1,Urban,0
1033125,42.14,7,10,0,51,8,0,18,43,0,Urban,0
1033130,30.035,2,14,0,4,5,0,23,40,0,Rural,0
1033135,33.59,2,18,0,13,4,0,18,0,0,Urban,0
1033136,72.005,9,81,0,54,6,0,21,0,0,Rural,0
1033137,128.595,5,80,0,23,1,0,18,31,0,Urban,0
1033144,52.515,3,13,1,38,4,0,25,38,1,Rural,0
1033148,29.55,2,0,0,1,0,0,23,43,0,Rural,0
1033155,36.52,1,7,0,3,0,0,21,49,0,Rural,0
1033157,36.185,7,29,0,6,2,0,23,65,0,Rural,0
1033162,22.02,0,0,0,0,0,0,23,32,0,Rural,0
1033164,31.705,2,12,0,10,10,0,25,43,0,Urban,0
1033166,29.545,5,5,0,5,10,0,25,25,0,Urban,0
1033171,16.995,0,1,0,0,0,0,25,54,0,Urban,0
1033175,31.535,2,3,0,8,0,0,21,27,1,Town,0
1033176,32.005,1,2,0,14,0,0,21,34,0,Town,0
1033177,59.825,3,5,0,19,7,0,23,36,1,Town,0
1033184,35.4,5,69,1,25,7,0,23,38,0,Urban,0
1033191,35.775,3,6,0,10,0,0,25,0,0,Urban,0
1033194,53.085,9,68,0,57,12,0,23,58,0,Urban,0
1033195,31.78,3,5,0,2,0,0,25,38,0,Urban,0
1033196,47.32,0,0,0,0,0,0,23,22,0,Rural,0
1033201,36.505,1,11,0,7,6,0,25,0,0,Rural,0
1033203,88.665,5,30,0,16,1,0,18,45,0,Town,0
1033204,54.94,8,54,1,79,17,0,25,0,0,Rural,0
1033208,155.628,3,41,0,90,1,1,21,25,0,Urban,0
1033209,132.76,23,187,1,62,19,0,18,0,0,Rural,0
1033210,29.545,5,5,0,14,2,0,25,23,0,Town,0
1033213,36.875,2,12,0,23,0,0,25,36,0,Town,0
1033214,84.815,9,29,0,19,4,0,18,36,0,Rural,0
1033217,73.875,3,19,0,3,0,0,25,29,0,Rural,0
1033226,77.225,8,31,1,47,8,0,18,0,0,Urban,0
1033228,58.95,5,38,0,4,0,0,21,29,0,Urban,0
1033231,33.64,0,17,0,0,0,0,25,43,0,Urban,0
1033238,16.045,0,1,0,0,0,0,18,58,0,Town,0
1033241,31.11,1,5,0,1,0,0,22,45,0,Town,0
1033243,42.96,2,6,0,10,0,0,20,0,0,Rural,0
1033248,56.795,2,15,0,7,5,0,22,45,1,Rural,0
1033253,153.0855,48,121,0,92,153,0,22,32,0,Rural,0
1033255,77.2,3,12,0,20,4,0,22,45,1,Urban,0
1033256,29.75,3,6,0,13,2,0,20,41,0,Rural,0
1033258,16.05,0,0,0,0,0,0,20,32,0,Rural,0
1033260,45.215,1,29,0,29,7,0,20,0,0,Rural,0
1033262,34.47,0,16,0,19,1,0,22,59,0,Rural,0
1033264,19.755,0,0,0,0,0,0,18,0,0,Rural,0
1033265,31.175,3,24,0,20,5,0,18,0,0,Town,0
1033267,53.27,3,41,0,52,11,0,18,43,1,Urban,0
1033268,51.185,3,30,0,21,2,0,18,32,0,Rural,0
1033272,49.25,2,17,0,30,8,0,20,22,0,Urban,0
1033278,35.665,0,3,0,8,0,0,22,59,0,Rural,0
1033291,49.245,3,18,0,6,10,0,22,41,0,Rural,0
1033297,83.715,5,49,0,53,28,0,20,22,0,Urban,0
1033299,99.345,5,82,0,111,89,0,24,41,1,Urban,0
1033301,29.545,1,0,0,0,0,0,20,43,1,Urban,0
1033303,23.36,1,13,0,15,9,0,24,40,0,Town,0
1033306,29.545,0,2,0,3,0,0,22,45,0,Urban,0
1033308,87.755,5,19,0,38,0,0,18,25,0,Rural,0
1033312,23.89,1,12,0,53,14,0,18,0,0,Rural,0
1033313,63.21,1,11,0,13,3,0,18,34,1,Rural,0
1033316,116.97,39,8,2,116,21,0,20,0,0,Rural,0
1033317,28.075,2,5,0,11,9,0,24,49,0,Town,0
1033319,55.595,2,23,0,75,5,0,24,0,0,Rural,0
1033320,28.075,0,0,0,0,0,0,24,49,0,Town,0
1033321,48.66,4,8,0,17,1,0,18,34,0,Rural,0
1033322,30.33,0,13,0,12,0,0,18,0,0,Urban,0
1033327,72.26,3,45,0,54,14,0,22,36,0,Rural,0
1033341,54.2,3,11,0,3,0,0,18,22,0,Urban,0
1033343,41.195,4,17,0,8,5,0,18,34,1,Urban,0
1033345,29.82,1,0,0,1,0,0,18,0,0,Urban,0
1033354,57.185,5,31,0,52,23,0,18,23,0,Rural,0
1033356,53.37,2,17,0,7,0,0,18,31,1,Town,0
1033358,29.55,8,11,0,42,2,0,22,0,0,Urban,0
1033361,46.595,5,22,0,7,2,0,18,27,0,Rural,0
1033363,58.01,11,41,1,79,34,0,20,45,0,Rural,0
1033368,28.115,1,1,0,0,0,0,24,59,0,Town,0
1033370,11.87,3,24,0,17,1,0,20,0,0,Rural,0
1033376,29.545,0,8,1,7,0,0,24,58,0,Rural,0
1033378,86.105,2,32,0,47,16,0,24,0,0,Rural,0
1033381,20.53,0,0,0,0,0,0,22,40,0,Town,0
1033384,36.95,2,7,0,0,0,0,22,0,0,Rural,0
1033386,34.135,4,18,0,6,0,0,20,32,1,Rural,0
1033390,57.615,2,24,0,45,16,0,22,34,0,Town,0
1033391,31.43,6,18,0,10,2,0,20,0,0,Urban,0
1033396,38.59,3,3,1,11,3,0,18,50,0,Urban,0
1033398,33.77,2,14,0,13,4,0,22,40,1,Urban,0
1033399,30.93,3,8,0,20,4,0,20,23,0,Urban,0
1033402,34.045,1,11,0,11,3,0,22,34,1,Town,0
1033403,104.73,18,39,1,90,42,0,20,40,0,Urban,0
1033416,29.55,2,6,0,2,0,0,20,54,1,Rural,0
1033421,54.62,1,4,0,18,6,0,18,0,0,Rural,0
1033430,29.55,0,15,0,10,14,0,20,40,1,Urban,0
1033431,136.737,13,51,0,128,80,0,24,0,0,Urban,0
1033432,35.015,0,0,0,0,0,0,24,22,0,Rural,0
1033433,127.525,17,53,0,82,13,0,20,50,1,Rural,0
1033438,66.79,7,42,0,37,16,0,24,0,0,Rural,0
1033439,38.06,5,0,0,18,4,0,18,29,0,Urban,0
1033440,30.305,3,15,0,19,5,0,18,23,0,Urban,0
1033443,43.93,1,13,1,19,0,0,18,52,1,Urban,0
1033450,30.93,6,17,0,4,1,0,18,34,0,Rural,0
1033454,51.8,8,48,0,22,0,0,18,38,0,Rural,0
1033455,117.71,7,20,0,82,37,0,18,41,0,Rural,0
1033457,89.01,5,43,0,30,20,0,18,0,0,Rural,0
1033458,31.6,1,7,0,8,3,0,22,49,0,Urban,0
1033462,34.47,4,2,0,18,0,0,20,0,0,Urban,0
1033463,89.36,3,16,0,15,2,0,20,32,0,Rural,0
1033464,29.55,0,11,0,4,0,0,22,45,0,Rural,0
1033468,69.5,5,23,0,15,1,0,22,40,0,Urban,0
1033475,34.01,9,26,0,79,24,0,24,40,0,Urban,0
1033479,38.445,2,68,0,39,5,0,22,27,0,Urban,0
1033481,120.225,9,40,0,42,7,0,20,0,0,Rural,0
1033484,29.785,0,0,0,3,0,0,24,41,1,Urban,0
1033489,33.085,2,12,0,2,0,0,22,41,0,Rural,0
1033490,29.785,3,7,0,6,0,0,20,67,1,Urban,0
1033492,68.795,5,26,0,14,1,0,18,23,0,Rural,0
1033495,29.795,1,14,0,18,10,0,24,31,0,Town,0
1033496,49.825,2,4,0,10,5,0,24,41,1,Urban,0
1033508,58.575,10,46,0,59,9,0,20,40,1,Urban,0
1033509,40.965,3,77,0,41,1,0,24,27,0,Rural,0
1033514,52.31,13,30,0,28,7,0,24,29,0,Rural,0
1033516,47.44,8,42,0,11,3,0,18,29,0,Urban,0
1033519,40.125,2,13,0,14,20,0,24,40,1,Rural,0
1033522,86.37,19,46,1,78,56,0,22,0,0,Rural,0
1033524,56.6,39,20,2,73,3,0,20,29,0,Urban,0
1033533,33.94,2,34,0,26,4,0,18,36,0,Urban,0
1033538,40.955,3,20,1,23,3,0,18,41,0,Rural,0
1033539,89.835,12,85,0,2,0,0,24,0,0,Rural,0
1033541,39.825,0,0,0,0,0,0,24,36,0,Town,0
1033542,60.795,3,26,0,9,11,0,18,0,0,Rural,0
1033544,72.455,9,30,6,13,0,0,18,20,0,Rural,0
1033550,89.34,5,119,0,63,20,0,18,40,0,Urban,0
1033551,30.41,10,39,0,7,0,0,18,34,1,Urban,0
1033553,39.51,1,19,0,35,20,0,18,38,1,Town,0
1033556,104.735,15,71,0,76,31,0,22,56,0,Urban,0
1033563,33.53,1,16,0,33,13,0,22,0,0,Town,0
1033566,33.55,2,5,0,14,2,0,22,31,0,Rural,0
1033568,63.465,3,39,0,72,13,0,24,23,0,Rural,0
1033573,29.545,1,6,0,3,0,0,24,0,0,Urban,0
1033577,43.855,1,12,0,29,3,0,22,40,0,Rural,0
1033578,30.6,10,37,0,7,0,0,20,34,0,Urban,0
1033581,37.795,3,4,0,17,20,0,20,32,1,Rural,0
1033585,30.285,0,2,0,0,0,0,22,47,0,Urban,0
1033593,44.325,3,16,1,14,2,0,22,54,0,Town,0
1033594,22.42,0,5,0,1,1,0,22,54,0,Urban,0
1033602,101.015,7,21,0,25,3,0,20,0,0,Rural,0
1033603,32.685,0,1,0,1,0,0,20,45,0,Town,0
1033604,63.31,6,96,0,21,6,0,22,29,0,Rural,0
1033605,30.265,1,5,0,3,0,0,24,0,0,Rural,0
1033606,46.245,9,22,0,6,0,0,20,27,0,Rural,0
1033616,85.58,2,32,0,18,9,0,18,45,0,Town,0
1033617,31.94,1,8,0,2,0,0,22,47,1,Urban,0
1033625,45.25,0,18,0,12,1,0,24,22,0,Urban,0
1033632,105.47,3,44,0,46,15,0,20,32,0,Rural,0
1033635,29.81,0,3,0,2,0,0,18,0,0,Town,0
1033636,17.56,1,3,0,1,4,0,20,34,1,Rural,0
1033638,84.5,3,19,0,18,18,0,20,47,0,Urban,0
1033641,74.975,3,21,0,34,2,0,18,38,1,Rural,0
1033644,29.55,1,5,0,14,10,0,22,32,0,Urban,0
1033656,30.06,0,4,0,1,0,0,18,22,0,Town,0
1033665,59.48,2,27,0,27,6,0,20,22,0,Rural,0
1033670,58.905,1,12,0,11,2,0,24,47,1,Urban,0
1033672,35.52,1,18,0,18,1,0,18,34,1,Urban,0
1033680,49.725,4,35,0,23,8,0,22,41,0,Rural,0
1033683,53.205,2,5,0,12,3,0,22,0,0,Urban,0
1033684,91.35,12,47,1,30,29,0,24,47,0,Urban,0
1033686,52.09,2,58,0,8,0,0,18,0,0,Rural,0
1033691,29.55,0,0,0,0,0,0,20,54,0,Urban,0
1033695,29.55,0,5,0,1,0,0,24,50,0,Town,0
1033696,31.67,3,60,0,12,1,0,22,49,0,Urban,0
1033698,58.98,3,69,0,56,20,0,24,29,0,Urban,0
1033699,83.715,27,95,3,114,66,0,20,27,0,Rural,0
1033707,48.43,1,38,0,5,1,0,20,23,0,Rural,0
1033709,94.575,14,143,5,156,38,0,20,0,0,Rural,0
1033712,40.27,0,0,0,0,0,0,22,32,0,Rural,0
1033716,93.955,6,35,0,63,9,0,20,29,0,Town,0
1033717,13.14,2,81,0,47,13,0,18,47,1,Urban,0
1033720,35.91,5,37,0,6,0,0,18,40,0,Rural,0
1033722,146.665,0,0,0,0,0,0,24,40,1,Rural,0
1033725,29.545,0,2,0,0,0,0,24,68,0,Urban,0
1033726,29.81,1,3,0,0,0,0,18,41,0,Rural,0
1033729,61.665,3,8,0,6,2,0,24,34,1,Urban,0
1033730,50.39,0,0,0,0,0,0,20,0,0,Urban,0
1033731,29.55,0,3,0,7,1,0,24,56,1,Rural,0
1033735,32.745,0,9,0,3,0,0,22,41,0,Rural,0
1033738,22.735,2,27,0,55,19,0,18,38,1,Urban,0
1033741,49.835,0,8,0,5,1,0,24,43,0,Urban,0
1033744,98.14,3,23,0,16,7,0,18,41,1,Rural,0
1033749,23.965,2,14,0,1,0,0,20,49,0,Rural,0
1033754,135.8325,6,132,6,42,27,0,18,27,0,Rural,0
1033758,137.16,5,102,1,123,70,0,24,59,1,Urban,0
1033759,75.92,5,31,0,32,18,0,22,34,1,Urban,0
1033760,34.47,6,85,0,15,3,0,20,25,0,Urban,0
1033766,67.685,1,6,0,7,14,0,24,0,0,Town,0
1033771,43.63,2,6,0,7,0,0,18,31,0,Urban,0
1033773,88.645,0,4,0,5,2,0,24,38,1,Rural,0
1033776,69.19,4,25,0,38,12,0,22,32,0,Rural,0
1033780,47.21,3,12,0,2,0,0,18,0,0,Rural,0
1033782,60.055,1,25,0,13,1,0,18,40,0,Rural,0
1033787,77.45,34,123,8,126,2,0,22,38,0,Rural,0
1033789,143.275,6,143,2,116,61,0,20,0,0,Rural,0
1033792,35.68,1,4,0,2,0,0,22,41,1,Urban,0
1033797,33.485,1,2,0,5,0,0,20,36,1,Urban,0
1033804,28.065,2,6,0,6,1,0,22,41,1,Rural,0
1033814,77.325,9,43,0,21,5,0,24,34,0,Urban,0
1033816,30.72,5,21,0,15,1,0,24,0,0,Rural,0
1033820,30.92,2,2,0,12,2,0,24,32,0,Rural,0
1033822,110.45,10,15,1,41,14,0,18,41,0,Urban,0
1033825,36.59,1,4,0,14,3,0,20,0,0,Rural,0
1033828,59.335,1,27,0,7,2,0,24,27,0,Rural,0
1033831,33.145,1,6,0,5,0,0,22,52,0,Rural,0
1033832,32.58,1,30,0,26,15,0,24,23,0,Rural,0
1033833,34.815,3,4,0,3,0,0,18,45,1,Urban,0
1033836,88.51,3,90,0,1,0,0,18,34,0,Urban,0
1033838,88.54,3,41,0,43,5,0,18,0,0,Rural,0
1033839,119.7,23,45,0,59,9,0,18,45,1,Town,0
1033849,13.12,0,4,0,1,0,0,24,58,0,Rural,0
1033863,40.22,3,6,0,22,8,0,22,0,0,Rural,0
1033869,86.28,9,35,1,85,27,0,22,0,0,Urban,0
1033877,46.79,2,5,0,7,1,0,22,45,0,Rural,0
1033881,30.005,0,2,0,7,0,0,22,52,0,Rural,0
1033884,40.185,5,24,0,2,0,0,20,0,0,Rural,0
1033887,82.925,4,38,0,56,39,0,22,0,0,Rural,0
1033908,32.705,1,6,0,7,3,0,18,27,0,Urban,0
1033910,29.965,5,55,0,39,9,0,18,43,1,Rural,0
1033924,74.78,1,8,0,9,4,0,18,36,0,Urban,0
1033927,65.445,3,22,0,44,4,0,24,27,0,Urban,0
1033929,36.24,0,34,0,1,0,0,24,0,0,Town,0
1033938,31.365,0,7,0,8,3,0,24,34,1,Urban,0
1033939,34.93,3,6,0,9,5,0,18,0,0,Rural,0
1033941,42.885,7,2,0,4,1,0,24,0,0,Rural,0
1033955,68.565,16,21,0,32,12,0,20,23,0,Rural,0
1033958,58.425,2,22,0,38,11,0,20,0,0,Urban,0
1033964,44.825,13,79,1,68,15,0,22,0,0,Urban,0
1033970,50.795,3,29,1,31,24,0,20,41,0,Urban,0
1033976,30.41,3,10,0,16,10,0,20,31,0,Town,0
1033978,57.37,4,10,0,31,9,0,20,29,0,Urban,0
1033980,66.705,3,31,0,14,0,0,20,25,0,Rural,0
1033981,32.29,3,16,0,9,1,0,18,25,0,Urban,0
1033986,81.41,3,49,0,33,3,0,24,0,0,Rural,0
1033987,37.16,2,6,0,7,0,0,22,0,0,Rural,0
1033990,35.075,0,2,0,0,0,0,24,0,0,Urban,0
1033993,43.265,0,25,0,61,20,0,20,0,0,Rural,0
1033995,223.506,15,217,0,128,105,0,24,67,0,Rural,0
1033998,6.765,1,2,0,2,0,0,20,36,0,Rural,0
1033999,116.64,3,24,0,31,8,0,24,38,1,Town,0
1034003,33.525,0,1,0,1,0,0,18,49,1,Rural,0
1034004,52.455,1,7,0,11,3,0,22,45,0,Urban,0
1034005,28.33,2,4,0,13,0,0,24,25,0,Urban,0
1034008,77.16,2,5,1,27,0,0,20,20,0,Town,0
1034017,34.64,5,8,0,15,4,0,20,32,0,Rural,0
1034018,73.165,2,7,0,46,27,0,24,0,0,Rural,0
1034019,47.57,0,4,0,14,13,0,20,20,0,Rural,0
1034021,26.36,5,9,0,5,1,0,18,0,0,Rural,0
1034029,149.945,5,16,0,41,11,0,18,0,0,Rural,0
1034030,39.395,7,131,0,62,8,0,20,54,1,Town,0
1034032,67.8,4,57,1,61,21,0,18,52,1,Urban,0
1034036,86.085,2,33,0,26,0,0,20,38,1,Rural,0
1034047,52.525,2,17,0,7,9,0,22,40,1,Rural,0
1034053,32.005,3,2,1,12,3,0,20,25,0,Town,0
1034058,49.695,3,22,0,13,4,0,18,36,1,Urban,0
1034060,32.45,1,4,0,3,0,0,18,0,0,Rural,0
1034061,142.749,24,268,1,109,20,0,18,32,0,Urban,0
1034064,38.465,7,46,0,8,10,0,20,31,0,Rural,0
1034065,96.23,13,53,2,45,8,0,22,0,0,Rural,0
1034070,30.49,1,2,0,0,0,0,24,25,0,Urban,0
1034072,40.56,3,4,0,9,0,0,22,0,0,Urban,0
